Species,Mantis,date,Trial,Phylo,calibration,Food,lights,Notes,Machine Learning,Digitized,Frames to Extract (if necessary),Extracted,R notes,Ecomorph,Coxa_length,Femur_Length,Tibia_length,Body_length,PP_dist_cm_st,PP_dist_cm_at,PP_dist_cm_ttpc,PP_angle_st,PP_angle_at,PP_angle_ttpc,BD_dist_cm,BD_veloc_cm/s,Percent_lunge,Percent Arm,Coxa_angle,Coxa_AV,Coxa_dist,Coxa_LV,Femur_angle,Femur_AV,Femur_dist,Femur_LV,Tibia_angle,Tibia_AV_min,TIB_AV_max,Tibia_dist,Tibia_LV_min,Tibia_LV_max,Tibia_expansion,Tibia_expansion_velocity_min,Tibia_expansion_velocity_max,TTPC Approach,TTPC Sweep,Approach Time,TTP_COA,TTP_COD,TTP_FEA,TTP_FED,TTP_TIBA,TTP_TIBD,TTP_TIBE,AT_COA,AT_FEA,AT_TIBA,AT_MxCOAV,AT_MxFEAV,AT_MxTIBAV,AT_MnTIBAV,ST_MxCOAV,ST_MxFEAV,ST_MxTIBAV,ST_Mn_TIBAV,CF_lateral_disp,FT_lateral_disp,tib_lateral_disp,B_Tibia_angle,TTP_B.TIBA,TIB SYNC,BD_app,BD_Swp,PPD_m_app,PPD_m_swp,IJC.cf.mn,IJC.cf.sd,IJC.cf.sl,IJC.cf.R2,IJC.ct.mn,IJC.ct.sd,IJC.ct.sl,IJC.ct.R2,IJC.ft.mn,IJC.ft.sd,IJC.ft.sl,IJC.ft.R2,Coxa start,Femur start,Tib start,Max. Volume
Hymenopus coronatus,HC017,10/5/22,2,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,110 -160,,complete,Flower,1.371475611,1.697264673,1.064311786,0.897262257,2.202061085,2.265625078,2.383148029,156.4040749,132.1205323,115.4534905,0.325882856,28.86386476,14.59166844,145.4014291,35.77257641,2971.451645,0.544572691,38.59694345,133.6868646,11140.19138,2.327675699,182.8790429,124.1608346,-12720.294,9156.593678,2.18504165,-199.5051035,176.0682329,2.499442605,-174.6943213,174.2212278,0.026,0.011,0.015,0.03,0.029,0.033,0.029,0.022,0.018,0.027,17.7627821,12.16208347,109.7748765,2726.412861,2088.38994,9156.593678,-8799.741208,2971.451645,11140.19138,10613.055,-12720.294,0.389490167,1.482364843,1.933889017,124.2512713,0.019,1.238095238,0.170738416,0.326799819,0.063563993,0.219808932,2.40E-15,25.13248117,4.084673365,0.774172047,3.48E-17,43.13930471,0.642593081,0.027990595,-3.74E-15,43.24825357,-0.125678186,0.023074751,107.4190069,13.70020394,27.9542739,1.114009601
Hymenopus coronatus,HC017,10/5/22,3,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,50 - 95,,complete,Flower,1.355635276,1.649805256,1.063398142,0.873339296,3.518840774,3.454728195,3.48652652,117.3589637,110.99666,103.4800762,0.378237776,26.73240069,10.72714598,98.80449023,20.10477113,2513.946832,0.62980445,48.78701426,118.0422545,8793.51206,2.290777829,174.2442951,125.8187571,-13863.02481,8529.258883,2.077622526,-244.0487688,166.7427239,2.732753105,-231.3592021,205.33855,0.028,0.015,0.013,0.012,0.03,0.032,0.03,0.021,0.021,0.025,20.05530388,10.06135768,80.95992306,2513.946832,2931.019383,8529.258883,-2533.875001,1977.987481,8793.51206,8523.721212,-13863.02481,0.535099512,1.371257087,1.80441651,125.9283427,0.021,1.105263158,0.158192993,0.275940751,-0.064112579,-0.66914226,-1.63E-15,40.02389242,4.542469208,0.28457511,7.63E-15,43.59291761,2.267678674,0.077119492,-2.59E-15,44.78031578,-0.155102675,0.02615934,99.23682909,11.93407212,18.42796283,0.901948982
Hymenopus coronatus,HC017,10/5/22,4,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,100 -140,,complete,Flower,1.319575473,1.571887454,1.088157172,0.778619098,2.34141741,2.307310582,2.23466173,111.9786329,113.2149786,113.3597025,0.044000414,22.0091576,1.874022032,126.9236161,19.81149285,2794.961393,0.416396952,46.63020323,109.5240107,9678.546898,2.093439755,205.3221129,92.02123862,-8192.193075,9632.598616,1.56357019,-140.5327917,154.8938652,2.361656547,-102.1194229,225.4390483,0.012,0.009,0.003,0.017,0.014,0.019,0.014,0.011,0.006,0.009,1.836087118,8.953115409,36.26541439,697.9344036,3364.985196,6816.949913,-4684.372156,2794.961393,9678.546898,9632.598616,-8192.193075,0.276080769,1.131186371,1.115631804,89.84553509,0.011,1,0.021896209,0.144995072,-0.034106828,-0.063942576,-8.46E-16,11.82845961,5.154925703,0.907713218,-1.20E-15,24.22919089,0.341062396,0.010157265,1.71E-16,23.44729663,0.169003475,0.073012384,117.8260902,12.6058512,31.22351996,0.724582356
Hymenopus coronatus,HC017,10/5/22,5,Hymenopus_coronatus_MN010,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",mantis angled a bit away from camera,yes,yes,145 - 185,,complete,Flower,1.339684182,1.631565635,1.079863881,0.993154393,1.696893122,1.572589693,1.569101831,155.9356572,142.2529917,136.0402525,0.401727857,40.17796657,23.56664623,149.4762213,31.0328462,3217.512644,0.566193785,47.13109399,89.83623262,7442.521931,1.724692054,153.9355899,101.3680262,-7812.809578,11000.89839,1.846341403,-136.8040788,184.9255384,2.010443617,-22.43233493,151.6466291,0.02,0.006,0.014,0.025,0.022,0.03,0.022,0.017,0.013,0.021,20.17004798,8.93184474,85.69170392,3217.512644,2915.105104,11000.89839,-6317.139535,1607.365316,7442.521931,9815.404376,-7812.809578,0.327110743,1.283048837,1.795688708,110.10678,0.019,0.888888889,NA,0.210236965,-0.124303429,0.500664711,5.91E-16,18.49310579,3.204289832,0.743443814,1.67E-15,22.12452617,1.688906493,0.359980113,1.76E-15,26.81535231,0.185254987,0.059816713,110.0033397,12.05035211,21.02209093,0.981728523
Tenodera sinensis,TS-016,9/30/22,1,Tenodera_aridifolia_MN002,Lego calibration Frames 12 point update.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,85-185,yes,complete,Generalist,1.790139182,2.562353305,1.106934167,2.661971835,2.604288426,2.630262102,2.058816656,158.9848339,154.5799258,147.9480629,1.236072375,43.60757535,47.02294762,175.198414,89.89719362,2717.214278,2.479904081,66.69357353,104.8987105,2804.728806,2.831680387,101.6557324,134.647231,-6552.044078,2958.987621,1.944348192,-104.3512273,44.99574611,3.181799478,-118.6759528,91.04357265,0.051,0.03,0.021,0.055,0.055,0.08,0.055,0.044,0.045,0.056,50.04475737,9.512786221,92.50278771,2717.214278,1122.489252,2975.453062,6.488619828,2579.725044,2804.728806,2531.372042,-6552.044078,1.168628654,2.498952562,2.720895797,128.3535059,0.044,1.033333333,0.191344013,1.684486849,0.025973676,-0.171549879,4.78E-16,20.72540277,1.019049299,0.750430977,-5.51E-17,40.36253072,0.306767909,0.067029593,9.13E-16,41.1858616,-0.170279268,0.02857919,52.75746412,28.0122676,78.56376167,2.440948924
Tenodera sinensis,TS-016,9/30/22,2,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,85-185,yes,complete,Generalist,1.773974876,2.483786753,1.069147774,2.763375068,2.497032283,2.62512761,2.538683748,170.5036464,173.7314061,170.9593707,1.016180437,21.62761422,44.87884631,162.6297645,83.59719454,2126.967448,2.548330986,65.28881531,75.92121597,2858.359689,2.079026518,79.1967263,108.0569952,-5884.332754,1673.616222,2.04689286,-108.6380347,40.34647648,1.943025204,-84.05803523,70.14261869,0.032,0.016,0.016,0.047,0.061,0.055,0.061,0.033,0.04,0.051,34.34589724,6.658718706,89.94951274,2126.967448,898.6255383,3420.817414,-377.7196355,1895.96239,2858.359689,1552.835374,-5884.332754,0.822468744,1.878429375,1.853091325,129.6362091,0.042,0.272727273,0.084117817,0.751853722,0.128095327,0.020145722,-1.34E-15,12.43909335,0.816267994,0.825012906,3.45E-17,33.36047575,-0.413683794,0.144099497,2.32E-15,27.42883384,-0.787200803,0.42140657,62.18971086,33.88996984,110.1075572,1.788432845
Tenodera sinensis,TS-016,9/30/22,3,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,105-220,yes,complete,Generalist,1.778098952,2.383304447,1.080186047,2.515050917,1.795809828,2.327503926,3.252926109,139.9846112,150.5155581,155.4542019,1.518634776,86.07669904,123.4497466,338.1992942,37.26757837,2477.419024,1.030911455,54.39028724,93.27099361,5159.043354,2.408302101,135.9482628,119.4414236,-5360.127932,4771.322294,2.057089902,-99.86593147,49.62802212,2.239284549,-76.12205624,124.4248291,0.027,0.014,0.013,0.02,0.057,0.046,0.057,0.014,0.045,0.06,28.1330784,8.773098876,118.9072177,2477.419024,2704.946044,4771.322294,-1244.624441,2194.771316,5159.043354,4012.173786,-5360.127932,1.574618852,2.646815955,2.783989193,101.6646737,0.016,0.854166667,0.24737949,1.751330705,0.531694098,0.269753289,-1.56E-16,21.98633089,1.845886615,0.575783379,1.81E-15,35.39763619,0.675647095,0.065555867,-2.70E-15,34.2948065,-0.380250929,0.122874913,100.1272731,42.40897076,95.97672375,2.762732397
Tenodera sinensis,TS-016,9/30/22,4,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,240-325,,complete,Generalist,1.588102004,2.299915707,0.884216873,2.555767604,4.129209652,3.639583315,2.536843058,155.6189056,158.684835,158.9454225,2.263156886,60.02804605,29.04155867,56.18756907,84.07760165,2445.023011,2.320279387,67.79635944,99.22156073,2837.48982,2.817701054,71.51563788,76.11167783,-2662.639382,2039.529517,1.697902942,-52.97748959,30.87917431,2.979301726,-41.34717678,66.44183628,0.047,0.026,0.021,0.048,0.06,0.064,0.06,0.038,0.039,0.057,43.84179706,9.497978029,58.31027306,2445.023011,1216.775583,2039.529517,-303.9642823,2440.621356,2837.48982,4926.036848,-2662.639382,0.549524879,1.585688948,1.389227082,120.4495525,0.038,1.386363636,0.705071898,0.962417146,-0.489626337,-0.98307397,1.63E-15,14.67947828,0.890046945,0.792304799,2.86E-15,16.93172218,0.574840768,0.544639679,2.96E-15,23.2102032,0.295931454,0.14432114,62.13243446,38.46993799,65.95030019,1.203588871
Tenodera sinensis,TS-016,9/30/22,5,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,70-175,,complete,Generalist,1.692309839,2.510785979,1.026343092,2.474513043,2.736815528,3.252665476,3.140992187,163.7265762,175.9835382,172.6267501,1.357769894,50.03048791,52.57883824,176.2991475,102.2367251,2365.837117,2.711124826,57.77887972,95.65403712,3446.647556,2.346755973,107.408746,127.4400758,-5670.662454,3342.706781,1.962540727,-115.1448435,48.47441538,2.611020652,-94.74033528,117.9125861,0.058,0.021,0.037,0.066,0.063,0.075,0.063,0.048,0.052,0.06,70.85242201,9.094345918,113.1013159,2365.837117,1690.75294,3342.706781,80.68726981,5158.140003,4792.728196,2341.776578,-5670.662454,1.13596809,2.243226556,2.319176258,127.1973042,0.048,2.153846154,0.793071595,0.929903217,0.515849948,-0.65598529,-2.14E-15,20.54661201,0.899767855,0.719686908,7.16E-15,40.74297266,-0.146910391,0.017109002,-2.61E-15,34.08980344,-0.591414671,0.311904168,50.59806487,39.33481925,72.41477093,2.17280956
Tenodera sinensis,TS-018,9/30/22,1,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,50-150,yes,complete,Generalist,1.961603135,2.402163974,1.119654064,2.407643112,5.1215463,4.510238793,2.901588921,137.5891674,136.7368972,129.2633859,2.872845447,60.58373521,57.22903809,101.1467755,83.33496466,1567.20003,2.23397673,45.77829926,96.82786691,3089.953647,2.667212993,98.68352373,137.3743852,-7378.152281,2381.521869,2.187287509,-122.6229821,50.21521013,3.014077058,-142.9323971,88.59063317,0.074,0.049,0.025,0.072,0.067,0.073,0.067,0.053,0.052,0.063,39.11450149,9.565108634,106.9116851,1567.20003,751.857069,2680.435768,-31.22723106,1546.070585,3089.953647,1556.837274,-8791.127838,1.361832902,2.496174198,2.870866936,132.4884487,0.054,0.857142857,0.722654159,1.976819496,-0.611307507,-1.740337364,-6.48E-16,15.88271299,1.147600763,0.807158929,7.17E-15,40.79768548,-0.016834688,0.000136492,8.61E-16,39.04096228,-0.327706332,0.084389648,55.98699322,42.63046424,73.96679774,2.742530791
Tenodera sinensis,TS-018,9/30/22,2,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,100-195,yes,complete,Generalist,1.916291147,2.656544179,0.99424884,2.626471645,3.879945123,3.898649007,3.22810371,150.6725294,150.1344616,146.5392146,1.274427487,36.12311669,32.1844852,123.4100716,77.85322236,1719.102565,2.53890068,59.22351538,96.00253257,3135.75848,2.683595291,91.00703041,109.0803172,-4686.542562,1817.485094,1.62496617,-82.25860419,33.09111251,2.759190068,-87.42993111,90.17595189,0.058,0.043,0.015,0.058,0.058,0.066,0.058,0.048,0.047,0.056,19.0124131,8.588482201,62.9715653,1360.743438,1002.689321,1790.644825,-4403.594509,1719.102565,3135.75848,10000.75509,-4686.542562,0.671146372,1.817344977,1.599668415,91.94350744,0.048,0.8,0.09378851,1.596198402,0.018703884,-1.682436115,-9.83E-16,12.96454107,1.170490017,0.868011079,3.47E-15,29.76932955,0.133595602,0.015988693,-9.21E-16,29.64233215,-0.131273439,0.024366465,66.01628542,38.24831227,73.00857177,1.202569924
Tenodera sinensis,TS-018,9/30/22,3,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,25-115,yes,complete,Generalist,1.943003916,2.553598012,1.071427929,2.24972205,4.885382387,4.797434731,2.815742375,150.6143136,150.9894934,126.6833446,1.88995072,39.00653026,39.03896399,106.8738612,70.77532817,1902.298798,1.968856777,53.31442589,100.8612344,3493.314117,2.789902516,83.42929061,139.8696095,-9613.880924,2596.602885,2.237868989,-180.8411783,37.14273957,2.771785706,-242.0736883,97.69089726,0.072,0.059,0.013,0.054,0.055,0.063,0.055,0.048,0.049,0.056,16.61733304,9.125589546,80.13107625,1390.828776,903.8493584,1900.361285,-1912.718603,1902.298798,3493.314117,2596.602885,-9613.880924,0.600027283,1.57617873,1.648165636,108.7105667,0.047,0.796610169,0.20921207,1.535746039,-0.087947656,-2.264869797,-4.51E-16,15.51271509,1.254162313,0.828276476,2.14E-15,32.68358137,0.353833763,0.07960278,2.02E-15,34.0067231,-0.05439653,0.003572763,72.798187,40.2382686,77.57215583,1.166866766
Tenodera sinensis,TS-018,9/30/22,4,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,115-215,yes,complete,Generalist,1.85455826,2.529617702,1.036544092,2.325985475,3.086462299,2.773908023,2.062993903,151.2717501,144.7580427,143.4111977,1.566085732,32.06714817,48.35906682,133.0018284,93.80202373,1748.442427,2.638251057,49.73895628,96.98249845,3319.332863,2.83566393,91.38407798,117.4920028,-10534.703,1697.427054,1.916418371,-183.4918104,28.36889276,2.616314553,-176.4394086,92.07188835,0.068,0.039,0.029,0.072,0.078,0.079,0.078,0.058,0.06,0.07,34.05777266,9.283231085,78.35099662,1144.806397,605.3149694,2330.773117,-241.408643,1748.442427,3319.332863,16027.06455,-10534.703,0.535256752,1.449852432,1.493813922,91.50582396,0.062,0.8,0.353089092,1.202422266,-0.312554276,-0.094269524,7.41E-16,13.10400403,0.847535911,0.830914639,-1.40E-15,27.20959454,0.150591442,0.034733295,-1.62E-15,27.20826313,-0.162184799,0.034827757,50.5204896,29.08934212,68.70434512,1.272144159
Tenodera sinensis,TS-018,9/30/22,5,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,125-215,,complete,Generalist,1.73701104,2.377591491,0.760817842,2.55575792,3.018509881,2.936460425,2.200496116,149.7228173,149.0066289,138.679873,1.16810197,23.55482145,26.38971065,81.50570786,69.70604952,1016.723814,1.928876165,27.09391058,81.09060723,1146.411308,2.327983705,33.85354182,65.60070435,-909.4805736,577.5523199,0.766672976,-10.35380083,6.677458604,1.902443339,-20.07145856,30.59256527,0.069,0.058,0.011,0.089,0.094,0.104,0.094,0.05,0.047,0.084,9.878650276,7.624231189,51.55873302,709.7404014,755.7024689,577.5523199,-816.9391195,1418.4471,1146.411308,2781.669302,-909.4805736,0.524925884,1.338751171,1.005542854,58.86507016,0.027,1.138888889,0.063721007,1.156770611,-0.082049456,-1.267541626,-5.41E-16,9.016118546,1.075940539,0.851304747,5.84E-16,16.36926718,-0.215359256,0.06505845,2.65E-15,16.17598489,-0.213571365,0.087006992,63.50874864,26.68400584,73.37972019,0.980788023
Tenodera sinensis,TS-017,10/3/22,1,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",good video,yes,yes,250-375,,complete,Generalist,1.668987614,2.588097703,1.004421969,2.276251695,3.307765667,3.199708003,2.854615716,127.731517,126.5473968,125.6973401,0.900187166,51.40482608,25.86733664,123.0996997,86.89583828,1941.989694,2.399209256,55.3667946,85.60840403,3152.424723,2.559310684,97.57788012,96.31104586,-4296.759693,2078.454459,1.584088629,-68.52320494,37.10837083,2.468852782,-61.15543533,79.74778602,0.046,0.029,0.017,0.062,0.062,0.058,0.062,0.033,0.035,0.049,22.23721106,8.222734016,72.96295768,1613.680332,485.3320124,2336.785973,-378.0968161,1941.989694,3152.424723,8534.781166,-4296.759693,0.53602092,1.5031389,1.590738706,116.738056,0.034,0.942307692,0.1515749,1.682868818,-0.108057664,-0.939064834,2.23E-16,8.08168269,0.875686252,0.938526984,-1.69E-15,28.90500287,-0.271694808,0.103051203,-2.13E-15,28.07800841,-0.367015426,0.153641778,38.43389921,32.08200145,87.81239133,1.577842295
Tenodera sinensis,TS-017,10/3/22,2,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",fly was below mantises head but still a success,yes,yes,80-200,,complete,Generalist,1.691759452,2.530174463,0.828302755,2.262141561,1.808650904,2.436227966,2.146618279,120.3862826,112.5651341,122.1132917,0.492556106,34.02734922,13.20032489,73.09691603,73.72122418,1577.063568,2.142599807,44.56610872,53.71900778,1686.218433,1.519906307,44.30856734,92.86164854,-1646.735591,1828.870305,1.570839494,-33.08061758,25.53013359,1.499703269,-26.22725795,41.00510293,0.068,0.017,0.051,0.072,0.135,0.091,0.135,0.054,0.198,0.147,50.26382372,5.042784874,92.40479033,1577.063568,896.2972379,2254.948145,-655.1448678,1566.37831,1686.218433,8058.660973,-1646.735591,1.434851259,2.408012985,2.778659101,108.7517934,0.044,1.228571429,0.056262972,1.154980736,0.627577062,-0.570550373,4.62E-15,12.95534633,0.236410965,0.163112514,-5.57E-15,24.83480389,0.859500536,0.412130521,-1.36E-14,32.39058763,0.005913111,6.68E-06,61.04057623,42.32101342,60.27819937,2.057891713
Tenodera sinensis,TS-017,10/3/22,3,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,500-680,,complete,Generalist,1.803828131,2.472946716,1.072105883,2.445346346,4.712188607,4.383684456,2.112471473,137.4456408,142.4980373,139.5805896,2.023049802,28.58299106,41.86092817,95.85694464,95.59747223,1885.839991,3.078940161,54.05823242,108.8788,2837.630606,3.092357938,79.00006091,112.8191562,-4053.494949,1859.784481,2.043502027,-74.3525644,41.16442826,2.814920894,-58.86511883,81.9228259,0.11,0.081,0.029,0.073,0.074,0.084,0.074,0.054,0.053,0.066,36.74416475,10.84698153,78.8588795,1693.685042,448.3454405,6228.630085,-1642.830478,1885.839991,3361.462627,1859.784481,-4053.494949,0.64608663,1.482116662,1.162113884,136.611972,0.052,0.53030303,0.234643437,1.458927191,-0.328504151,-2.060586108,2.68E-16,13.69324635,0.963957162,0.878904043,5.98E-15,33.25008091,-0.34936773,0.139186862,3.40E-15,30.68600018,-0.470451523,0.26683109,45.92565756,31.06856194,86.68338817,1.138609375
Tenodera sinensis,TS-017,10/3/22,4,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,220-320,,complete,Generalist,1.758045607,2.598424731,1.038449525,2.442766231,3.454600855,3.382495632,3.177398156,131.9134872,133.9952625,141.6782685,0.665065198,31.94895264,18.66132394,127.1187179,105.2607095,2388.259698,2.874353604,64.54296958,106.3857912,3821.656227,3.206028843,127.4698527,92.88670651,-5168.381411,2166.302451,1.48398826,-87.29107416,28.28081247,3.363820066,-87.68871438,101.3720771,0.059,0.035,0.024,0.067,0.067,0.07,0.067,0.049,0.052,0.063,25.66251882,10.55950322,56.97787173,1666.680423,1832.914389,2590.443326,-366.5264474,2388.259698,3821.656227,2166.302451,-5168.381411,0.557603142,1.383947169,1.360735729,123.6051283,0.05,1.234042553,0.057388498,1.030238859,-0.072105223,-0.885782499,-6.51E-16,11.41287293,0.951964339,0.92004747,1.09E-15,29.38546891,0.286248457,0.135654732,-1.70E-15,31.39589093,0.090444876,0.01333975,25.4264771,18.54859252,67.25503763,1.068716535
Tenodera sinensis,TS-017,10/3/22,5,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,220-330,,complete,Generalist,1.754785266,2.667232243,1.120082813,2.583733535,4.285181366,3.923196174,3.048708329,136.3093195,139.2427114,139.0492731,0.973240994,162.3043299,22.14311144,73.431757,93.98923125,6098.954193,2.71528329,366.9904312,59.30504519,13429.78812,1.440733277,307.1618505,70.92291074,-6241.63871,2550.46508,1.294500579,-261.5700549,44.85425569,2.250220134,-63.96221785,101.083281,0.067,0.014,0.053,0.073,0.087,0.073,0.087,0.081,0.083,0.076,19.69073037,5.858727462,42.1365094,1368.124635,978.4777192,2547.339129,-1578.570732,6098.954193,13429.78812,2550.46508,-6241.63871,1.220756368,2.550565491,1.770913544,67.40950429,0.08,0.666666667,0.204331028,1.696143155,-0.361985192,-2.170737684,1.23E-16,2.809061497,0.636957475,0.979620663,-7.57E-16,9.745746973,0.631143779,0.796788899,8.82E-18,10.84017245,0.950596112,0.748585948,27.27223124,15.32643775,44.22481202,1.592417583
Tenodera sinensis,TS-017,10/3/22,6,Tenodera_aridifolia_MN002,Lego_cal_15_point.csv,Bluebottle Fly,"IR, Spotlight on",,yes,yes,250-340,,complete,Generalist,1.925128832,2.648754789,1.060078662,2.570768816,4.443585511,4.507181436,4.059373307,133.8664365,140.4382052,137.1119775,0.932899676,53.79730984,21.51074881,124.7910802,106.37693,2261.325549,3.052749307,57.94546187,116.2812173,3965.600952,3.367029165,132.4365354,92.8634502,-12344.22813,1567.612288,1.476142421,-141.7928919,32.65329075,3.811636386,-140.1230057,125.6134739,0.068,0.048,0.02,0.067,0.067,0.07,0.067,0.054,0.056,0.064,27.30475931,11.21712251,53.41202966,1499.790747,705.3837402,1728.101525,606.4561514,2261.325549,3965.600952,1567.612288,-12344.22813,0.554206476,1.560321408,1.298794755,119.5503208,0.048,1.240740741,0.074277439,1.14115485,0.063595925,-1.441452334,2.36E-15,13.85871154,1.008331542,0.891096464,2.82E-16,19.46996851,0.336905354,0.31638638,5.14E-16,22.40461742,0.172627895,0.094777639,30.54027076,21.36828152,79.72855705,1.214172672
